AdminName,GeoRegion,GeoSubreg,IncomeGrp,LendCat,VarDesc,UrbanPop,RuralPop,TotalPop,UrbanLA,RuralLA,TotalLA
India,Asia,Southern Asia,Lower middle income,IBRD,Elevation between 25 and 50 meters,31230400.1462,86790876.964,118021277.11,21241.7303133,115670.720947,136912.45126
Cambodia,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 400 and 800 meters,13.2348989546,5541.62362817,5554.85852713,6.70224660635,10037.0761275,10043.7783741
Nigeria,Africa,Western Africa,Lower middle income,Blend,Elevation between 25 and 50 meters,46493.3640754,123989.237354,170482.601429,1462.01964548,20839.3495571,22301.3692026
Tunisia,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 100 and 200 meters,4334.44025743,54046.5945316,58381.0347891,225.394143105,30174.5999345,30399.9940776
El Salvador,Americas,Central America,Lower middle income,IBRD,Elevation between 800 and 1500 meters,119103.772366,335744.245534,454848.0179,152.981754899,2156.87394458,2309.85569948
Cambodia,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 25 and 50 meters,2777.75245433,60671.4112118,63449.1636662,231.787609972,21682.3887532,21914.1763632
Pakistan,Asia,Southern Asia,Lower middle income,Blend,Elevation between 5 and 10 meters,34205.3346697,33910.6638492,68115.9985189,202.219219534,11724.9538117,11927.1730312
El Salvador,Americas,Central America,Lower middle income,IBRD,Elevation between 800 and 1500 meters,35780.6795416,118526.783664,154307.463206,152.981754899,2156.87394458,2309.85569948
Kyrgyzstan,Asia,Central Asia,Lower middle income,IDA,Elevation between 3000 and 5000 meters,1094.84991455,303853.446502,304948.296416,3.80140119791,80885.5960422,80889.3974434
Myanmar,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 5 and 10 meters,162500.51784,303348.217084,465848.734923,728.772462439,21769.7030785,22498.475541
Sudan,Africa,Northern Africa,Lower middle income,IDA,Elevation between 50 and 100 meters,301.785888672,67795.9352388,68097.7211275,0.81084138155,2924.3527509,2925.16359228
El Salvador,Americas,Central America,Lower middle income,IBRD,Elevation between 25 and 50 meters,273.578918938,2118.02913586,2391.6080548,62.0556214607,571.043764228,633.099385688
El Salvador,Americas,Central America,Lower middle income,IBRD,Elevation between 50 and 100 meters,1376.40567446,8964.18629819,10340.5919726,112.159261167,1127.13276395,1239.29202512
Nicaragua,Americas,Central America,Lower middle income,IDA,Elevation between 200 and 400 meters,5551.78801048,13663.2978908,19215.0859013,166.447468221,20298.2268278,20464.674296
Kenya,Africa,Eastern Africa,Lower middle income,Blend,Elevation between 800 and 1500 meters,35279.4190649,416200.048943,451479.468008,821.414272654,112138.187451,112959.601723
Swaziland,Africa,Southern Africa,Lower middle income,IBRD,Elevation between 800 and 1500 meters,1881.63005686,21676.0129723,23557.6430291,60.8626710773,5327.75102356,5388.61369464
Bolivia (Plurinational State of),Americas,South America,Lower middle income,IBRD,Elevation between 50 and 100 meters,0.168123378884,537.731866882,537.899990261,2.59405131638,8523.09602922,8525.69008054
Pakistan,Asia,Southern Asia,Lower middle income,Blend,Elevation between 5 and 10 meters,151421.166323,134609.16154,286030.327863,202.219219534,11724.9538117,11927.1730312
Micronesia (Federated States of),Oceania,Micronesia,Lower middle income,IDA,Elevation between 5 and 10 meters,45.6448097229,918.679745455,964.324555177,0.44121439755,69.2724292782,69.7136436757
Angola,Africa,Middle Africa,Lower middle income,IBRD,Elevation between 10 and 25 meters,12238.8624361,15832.0332621,28070.8956983,186.736295857,3590.62987253,3777.36616839
Kenya,Africa,Eastern Africa,Lower middle income,Blend,Elevation between 200 and 400 meters,51389.7331635,613532.518453,664922.251616,96.9796026349,96619.9509224,96716.930525
Vanuatu,Oceania,Melanesia,Lower middle income,IDA,Elevation between 25 and 50 meters,1125.73858833,1247.24172521,2372.98031355,8.80913159251,818.899386999,827.708518591
Kenya,Africa,Eastern Africa,Lower middle income,Blend,Elevation between 25 and 50 meters,89129.7671986,188911.628176,278041.395374,48.929725647,7617.02708411,7665.95680976
Cambodia,Asia,South-eastern Asia,Lower middle income,IDA,Elevation under 5 meters,1330.44465831,23297.0990604,24627.5437187,31.7717750184,3568.52849113,3600.30026615
Timor-Leste,Asia,South-eastern Asia,Lower middle income,Blend,Elevation between 1500 and 3000 meters,9.77424144745,1263.44256113,1273.21680258,0.850360274315,384.299885392,385.150245667
Angola,Africa,Middle Africa,Lower middle income,IBRD,Elevation under 5 meters,18128.5698981,112992.57065,131121.140548,59.0451994365,1932.85836974,1991.90356917
Zambia,Africa,Eastern Africa,Lower middle income,IDA,Elevation between 1500 and 3000 meters,201.155146688,33446.0032737,33647.1584204,54.1028654575,21053.297717,21107.4005824
Bolivia (Plurinational State of),Americas,South America,Lower middle income,IBRD,Elevation between 50 and 100 meters,0.207647792995,697.631298553,697.838946346,2.59405131638,8523.09602922,8525.69008054
Zimbabwe,Africa,Eastern Africa,Lower middle income,Blend,Elevation between 1500 and 3000 meters,56266.9014053,58780.1038066,115047.005212,282.512970984,8410.52951631,8693.04248729
Indonesia,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 200 and 400 meters,263270.858199,872174.811675,1135445.66987,6307.20425153,212358.47757,218665.681821
Uzbekistan,Asia,Central Asia,Lower middle income,Blend,Elevation between 100 and 200 meters,4853.63352442,134434.689421,139288.322945,848.876435816,128075.276065,128924.152501
Kiribati,Oceania,Micronesia,Lower middle income,IDA,Elevation between 5 and 10 meters,293.830678791,628.967080472,922.797759263,4.10113885094,336.350760997,340.451899848
Indonesia,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation under 5 meters,2883562.55985,3914984.40555,6798546.9654,4693.78387981,136403.114142,141096.898022
El Salvador,Americas,Central America,Lower middle income,IBRD,Elevation between 100 and 200 meters,24896.9168968,212625.932041,237522.848938,132.2092067,2191.37984797,2323.58905467
Kiribati,Oceania,Micronesia,Lower middle income,IDA,Elevation between 10 and 25 meters,789.234992981,1208.32386865,1997.55886163,1.36624145508,119.01481759,120.381059045
Bhutan,Asia,Southern Asia,Lower middle income,IDA,Elevation between 200 and 400 meters,3455.8623085,39411.9657385,42867.828047,19.1927242279,914.482456267,933.675180495
Philippines,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 400 and 800 meters,24199.3720642,209666.76384,233866.135905,263.10063797,50181.0912345,50444.1918725
Kyrgyzstan,Asia,Central Asia,Lower middle income,IDA,Elevation between 400 and 800 meters,23204.3366178,10162.4817933,33366.8184112,784.064030856,5756.68688885,6540.75091971
Philippines,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 5 and 10 meters,369990.825437,123174.56902,493165.394458,2077.22246094,8997.59877009,11074.821231
Papua New Guinea,Oceania,Melanesia,Lower middle income,Blend,Elevation between 800 and 1500 meters,47.7241027802,33957.0388863,34004.7629891,19.5377014428,59220.2833549,59239.8210563
El Salvador,Americas,Central America,Lower middle income,IBRD,Elevation between 10 and 25 meters,4616.55614992,50566.623846,55183.179996,45.1322736166,541.084904915,586.217178531
Zimbabwe,Africa,Eastern Africa,Lower middle income,Blend,Elevation between 1500 and 3000 meters,6082.20049293,6065.52299675,12147.7234897,282.512970984,8410.52951631,8693.04248729
Egypt,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 5 and 10 meters,1007173.41636,620648.825043,1627822.2414,3132.0067656,5910.79136039,9042.79812599
El Salvador,Americas,Central America,Lower middle income,IBRD,Elevation between 25 and 50 meters,579.492702711,4324.91728683,4904.40998954,62.0556214607,571.043764228,633.099385688
Viet Nam,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 400 and 800 meters,90820.5618672,1797254.88854,1888075.45041,1074.900999,73309.1660836,74384.0670826
Papua New Guinea,Oceania,Melanesia,Lower middle income,Blend,Elevation between 100 and 200 meters,239.089770451,13609.4743926,13848.564163,12.7758426666,43020.3161261,43033.0919687
Angola,Africa,Middle Africa,Lower middle income,IBRD,Elevation between 50 and 100 meters,312825.452417,294114.132395,606939.584812,498.137335688,14131.6352089,14629.7725446
Philippines,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 800 and 1500 meters,45316.9437659,184622.836914,229939.78068,125.493189514,29038.1912193,29163.6844088
Zimbabwe,Africa,Eastern Africa,Lower middle income,Blend,Elevation between 200 and 400 meters,10.1073207334,9069.65496629,9079.76228702,18.7591904998,12549.8908435,12568.650034
Cambodia,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 5 and 10 meters,19427.5867798,131750.080424,151177.667204,259.864526763,18503.2244705,18763.0889973
Cape Verde,Africa,Western Africa,Lower middle income,Blend,Elevation between 400 and 800 meters,1063.26834106,132441.844219,133505.11256,4.1543379426,671.955052863,676.109390805
Nicaragua,Americas,Central America,Lower middle income,IDA,Elevation between 10 and 25 meters,858.312899178,133358.557881,134216.87078,27.6110755606,8701.28310311,8728.89417867
Zimbabwe,Africa,Eastern Africa,Lower middle income,Blend,Elevation between 1500 and 3000 meters,55998.9551649,66498.8169276,122497.772092,282.512970984,8410.52951631,8693.04248729
India,Asia,Southern Asia,Lower middle income,IBRD,Elevation between 100 and 200 meters,5910998.78773,55607804.1104,61518802.8982,22078.6443864,477143.291747,499221.936134
Mongolia,Asia,Eastern Asia,Lower middle income,Blend,Elevation between 400 and 800 meters,8118.30802584,47495.9079748,55614.2160006,48.9272444844,84039.099443,84088.0266874
Philippines,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation under 5 meters,6044163.51783,3951062.98373,9995226.50156,1415.00448015,8151.77893059,9566.78341074
Ukraine,Europe,Eastern Europe,Lower middle income,IBRD,Elevation between 50 and 100 meters,1580774.52563,1634811.97202,3215586.49765,2761.94716212,76164.8601452,78926.8073073
Papua New Guinea,Oceania,Melanesia,Lower middle income,Blend,Elevation between 3000 and 5000 meters,0.822335705161,8076.36058623,8077.18292194,2.54858899117,4539.91611487,4542.46470386
Ukraine,Europe,Eastern Europe,Lower middle income,IBRD,Elevation between 25 and 50 meters,58195.1171403,58222.8306097,116417.94775,884.933544243,23530.9850403,24415.9185845
India,Asia,Southern Asia,Lower middle income,IBRD,Elevation between 100 and 200 meters,857528.092265,7961847.22388,8819375.31614,22078.6443864,477143.291747,499221.936134
Ghana,Africa,Western Africa,Lower middle income,IDA,Elevation between 25 and 50 meters,782325.331653,659784.571092,1442109.90275,633.316167993,5637.11946894,6270.43563694
Honduras,Americas,Central America,Lower middle income,IDA,Elevation between 800 and 1500 meters,11595.8114116,150100.705806,161696.517217,358.422781527,33462.7677018,33821.1904833
Zambia,Africa,Eastern Africa,Lower middle income,IDA,Elevation between 200 and 400 meters,6.32645940781,4980.94291543,4987.26937484,1.59599536657,1501.74477438,1503.34076975
El Salvador,Americas,Central America,Lower middle income,IBRD,Elevation between 100 and 200 meters,4324.74152279,38952.8139374,43277.5554602,132.2092067,2191.37984797,2323.58905467
Angola,Africa,Middle Africa,Lower middle income,IBRD,Elevation between 100 and 200 meters,179915.838107,760797.570567,940713.408674,422.747164667,30693.9409281,31116.6880927
Kenya,Africa,Eastern Africa,Lower middle income,Blend,Elevation between 10 and 25 meters,159518.988496,113384.376947,272903.365443,131.727101624,5384.28470206,5516.01180368
Mauritania,Africa,Western Africa,Lower middle income,IDA,Elevation between 25 and 50 meters,15.3042357182,4010.71730049,4026.02153621,29.6459964514,51096.2656861,51125.9116825
Lesotho,Africa,Southern Africa,Lower middle income,IDA,Elevation between 3000 and 5000 meters,1.92604315281,1607.77578339,1609.70182654,2.25825470686,1676.69634965,1678.95460436
Indonesia,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 1500 and 3000 meters,2990.14550185,120945.878531,123936.024033,214.186906343,69984.6488494,70198.8357557
Indonesia,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 10 and 25 meters,13517221.9184,11128089.5913,24645311.5098,11798.8018929,213056.452132,224855.254025
Philippines,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 400 and 800 meters,117796.167756,934107.858083,1051904.02584,263.10063797,50181.0912345,50444.1918725
Zimbabwe,Africa,Eastern Africa,Lower middle income,Blend,Elevation between 800 and 1500 meters,84694.6593609,315700.615238,400395.274598,1492.37239659,270793.356726,272285.729123
Nigeria,Africa,Western Africa,Lower middle income,Blend,Elevation between 400 and 800 meters,2845060.51591,16277463.9398,19122524.4557,6010.64772332,230692.751912,236703.399635
Honduras,Americas,Central America,Lower middle income,IDA,Elevation between 5 and 10 meters,5542.23010379,8155.38449642,13697.6146002,75.9700541534,2605.31462013,2681.28467429
Sudan,Africa,Northern Africa,Lower middle income,IDA,Elevation under 5 meters,1084.54698543,6182.88610423,7267.43308966,23.3232068885,1491.7311484,1515.05435529
Mauritania,Africa,Western Africa,Lower middle income,IDA,Elevation between 25 and 50 meters,35.913464034,9411.5635843,9447.47704833,29.6459964514,51096.2656861,51125.9116825
Cape Verde,Africa,Western Africa,Lower middle income,Blend,Elevation under 5 meters,7.57337519946,211.109852612,218.683227811,0.684512009844,76.7829199418,77.4674319516
Indonesia,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation under 5 meters,7888500.36048,11374030.967,19262531.3274,4693.78387981,136403.114142,141096.898022
Angola,Africa,Middle Africa,Lower middle income,IBRD,Elevation between 400 and 800 meters,1147.4812618,210835.806116,211983.287378,176.226375103,140560.792192,140737.018567
Honduras,Americas,Central America,Lower middle income,IDA,Elevation between 800 and 1500 meters,143275.120509,1514936.48857,1658211.60908,358.422781527,33462.7677018,33821.1904833
Angola,Africa,Middle Africa,Lower middle income,IBRD,Elevation between 400 and 800 meters,328.865319729,60572.8707986,60901.7361183,176.226375103,140560.792192,140737.018567
Mauritania,Africa,Western Africa,Lower middle income,IDA,Elevation between 200 and 400 meters,514.628985878,67872.3338027,68386.9627886,26.9867676497,674018.165748,674045.152516
Sudan,Africa,Northern Africa,Lower middle income,IDA,Elevation between 25 and 50 meters,725.372033358,12626.6991367,13352.0711701,9.73423731327,1992.61994066,2002.35417797
Indonesia,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation under 5 meters,700838.139771,1180667.65473,1881505.7945,4693.78387981,136403.114142,141096.898022
Honduras,Americas,Central America,Lower middle income,IDA,Elevation between 10 and 25 meters,7096.58488604,30182.303334,37278.88822,96.0733766512,4083.40018672,4179.47356337
Papua New Guinea,Oceania,Melanesia,Lower middle income,Blend,Elevation between 200 and 400 meters,311.816129684,598330.470184,598642.286314,5.15154564381,44401.5649118,44406.7164574
Cameroon,Africa,Middle Africa,Lower middle income,Blend,Elevation between 1500 and 3000 meters,1235.15479136,53410.2769568,54645.4317482,131.813563466,7240.22751051,7372.04107398
Bangladesh,Asia,Southern Asia,Lower middle income,IDA,Elevation between 25 and 50 meters,66344.2014364,100518.619361,166862.820797,5195.29145532,11409.4603884,16604.7518437
Kenya,Africa,Eastern Africa,Lower middle income,Blend,Elevation between 100 and 200 meters,11565.1144062,128380.330252,139945.444658,90.8421781063,54702.5037964,54793.3459745
Sudan,Africa,Northern Africa,Lower middle income,IDA,Elevation between 100 and 200 meters,2.17476465553,37624.0847865,37626.2595511,9.44215089083,6479.99904501,6489.4411959
Mauritania,Africa,Western Africa,Lower middle income,IDA,Elevation between 200 and 400 meters,304.110340288,40133.2643287,40437.3746689,26.9867676497,674018.165748,674045.152516
Ukraine,Europe,Eastern Europe,Lower middle income,IBRD,Elevation under 5 meters,43704.0655632,80133.3656593,123837.431222,203.739522982,4794.29466691,4998.0341899
Angola,Africa,Middle Africa,Lower middle income,IBRD,Elevation between 1500 and 3000 meters,49822.8638988,3742971.34707,3792794.21097,405.311551273,103139.815311,103545.126863
Myanmar,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 5 and 10 meters,1907260.01135,4617256.94022,6524516.95157,728.772462439,21769.7030785,22498.475541
Bolivia (Plurinational State of),Americas,South America,Lower middle income,IBRD,Elevation between 3000 and 5000 meters,9158.88418755,79518.0660188,88676.9502064,481.914377971,218799.385433,219281.299811
Vanuatu,Oceania,Melanesia,Lower middle income,IDA,Elevation under 5 meters,352.688101709,945.42703754,1298.11513925,1.30794909317,63.6791601039,64.9871091971
Viet Nam,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 800 and 1500 meters,23446.5873544,1033260.0466,1056706.63396,297.487659037,47458.3031674,47755.7908265
Swaziland,Africa,Southern Africa,Lower middle income,IBRD,Elevation between 400 and 800 meters,3962.12706602,22763.1421109,26725.269177,99.1503896117,5058.46545726,5157.61584687
Viet Nam,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 200 and 400 meters,112718.235807,5596685.11024,5709403.34604,371.87956059,48670.5542612,49042.4338218
Viet Nam,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 50 and 100 meters,10658.0011081,107654.853773,118312.854881,934.226207292,20970.2828047,21904.509012
Mauritania,Africa,Western Africa,Lower middle income,IDA,Elevation between 200 and 400 meters,1189.96372556,159535.061896,160725.025622,26.9867676497,674018.165748,674045.152516
Nigeria,Africa,Western Africa,Lower middle income,Blend,Elevation between 100 and 200 meters,393629.038988,1460737.18538,1854366.22437,4098.64241929,139021.66014,143120.302559
Indonesia,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 3000 and 5000 meters,86.0745983124,218777.677218,218863.751816,3.43536877632,10177.3897949,10180.8251637
India,Asia,Southern Asia,Lower middle income,IBRD,Elevation under 5 meters,880698.919415,854662.376754,1735361.29617,7259.62597787,38595.011239,45854.6372169
Cameroon,Africa,Middle Africa,Lower middle income,Blend,Elevation between 25 and 50 meters,1532.77479014,4638.74363395,6171.51842409,101.457226813,3840.19639392,3941.65362073
Nicaragua,Americas,Central America,Lower middle income,IDA,Elevation between 200 and 400 meters,14983.9096757,51343.4812225,66327.3908982,166.447468221,20298.2268278,20464.674296
Tunisia,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 100 and 200 meters,6167.35244584,66984.5145105,73151.8669563,225.394143105,30174.5999345,30399.9940776
Indonesia,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 50 and 100 meters,700786.475226,1054900.8267,1755687.30192,9691.84679679,223153.220354,232845.067151
Honduras,Americas,Central America,Lower middle income,IDA,Elevation between 200 and 400 meters,38854.1576695,786463.572413,825317.730082,84.7200767994,12983.0154666,13067.7355434
Swaziland,Africa,Southern Africa,Lower middle income,IBRD,Elevation between 400 and 800 meters,2196.21081561,12793.110888,14989.3217036,99.1503896117,5058.46545726,5157.61584687
Timor-Leste,Asia,South-eastern Asia,Lower middle income,Blend,Elevation between 25 and 50 meters,739.785893917,2055.83496649,2795.62086041,7.64845716953,571.482730045,579.131187215
Morocco,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 800 and 1500 meters,23806.9410912,132662.370669,156469.31176,438.589772403,139439.197113,139877.786885
Bangladesh,Asia,Southern Asia,Lower middle income,IDA,Elevation between 50 and 100 meters,5222.78552154,61661.7507453,66884.5362668,389.111872137,7838.98715312,8228.09902525
Myanmar,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 50 and 100 meters,77940.4879886,247796.99963,325737.487619,1270.03251472,37393.4675042,38663.500019
Morocco,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 200 and 400 meters,502866.65605,1521766.20307,2024632.85912,505.005868673,55860.8248804,56365.830749
Kenya,Africa,Eastern Africa,Lower middle income,Blend,Elevation between 800 and 1500 meters,15164.633397,206626.387737,221791.021134,821.414272654,112138.187451,112959.601723
Philippines,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 25 and 50 meters,157715.714048,209022.576586,366738.290634,2292.12386343,25314.3547651,27606.4786285
Ghana,Africa,Western Africa,Lower middle income,IDA,Elevation between 10 and 25 meters,25524.0061294,12648.9774815,38172.9836109,516.376148273,2686.40757324,3202.78372151
Cambodia,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 50 and 100 meters,836.001030646,37711.1080726,38547.1091032,167.476407826,47703.4169724,47870.8933802
Egypt,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 400 and 800 meters,0.029398130253,6626.0816428,6626.11104093,0.745920956135,227797.989994,227798.735915
India,Asia,Southern Asia,Lower middle income,IBRD,Elevation between 400 and 800 meters,1088823.0232,9890598.46308,10979421.4863,20143.1219269,785123.405116,805266.527043
Lao People's Democratic Republic,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 200 and 400 meters,63303.54772,763709.708032,827013.255752,57.6904177368,33962.1441258,34019.8345435
India,Asia,Southern Asia,Lower middle income,IBRD,Elevation between 50 and 100 meters,33284845.2659,143914000.921,177198846.187,33528.8410107,251350.188917,284879.029928
Nigeria,Africa,Western Africa,Lower middle income,Blend,Elevation between 50 and 100 meters,561264.286444,1917955.69988,2479219.98632,2772.80176325,44348.7046299,47121.5063931
Kyrgyzstan,Asia,Central Asia,Lower middle income,IDA,Elevation between 1500 and 3000 meters,565.427346079,99442.0216435,100007.44899,287.984968388,80177.6824769,80465.6674453
Angola,Africa,Middle Africa,Lower middle income,IBRD,Elevation between 200 and 400 meters,20.0083643533,36888.4045267,36908.412891,13.5528504848,42936.9939626,42950.5468131
Egypt,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 100 and 200 meters,1250218.32135,2438733.33498,3688951.65633,607.347634301,208567.945226,209175.292861
Morocco,Africa,Northern Africa,Lower middle income,IBRD,Elevation between 400 and 800 meters,221597.17311,303426.375778,525023.548888,1096.05698228,110804.86977,111900.926752
Sao Tome and Principe,Africa,Middle Africa,Lower middle income,IDA,Elevation under 5 meters,1.28684294224,0.844182404981,2.13102534722,0.00529116205871,0.437616633746,0.442907795805
Myanmar,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 5 and 10 meters,93979.4139569,183056.891219,277036.305176,728.772462439,21769.7030785,22498.475541
Cameroon,Africa,Middle Africa,Lower middle income,Blend,Elevation between 10 and 25 meters,75786.3223966,256193.063649,331979.386046,88.8835502267,2878.96462341,2967.84817364
Ukraine,Europe,Eastern Europe,Lower middle income,IBRD,Elevation between 400 and 800 meters,1875.23433173,74149.9489847,76025.1833164,223.440573841,13786.4323652,14009.8729391
Bhutan,Asia,Southern Asia,Lower middle income,IDA,Elevation between 200 and 400 meters,297.136600971,2995.55117543,3292.6877764,19.1927242279,914.482456267,933.675180495
Bolivia (Plurinational State of),Americas,South America,Lower middle income,IBRD,Elevation between 200 and 400 meters,13491.0959085,150620.076596,164111.172504,357.047657281,262273.503195,262630.550852
Nigeria,Africa,Western Africa,Lower middle income,Blend,Elevation between 5 and 10 meters,432361.305381,688826.579856,1121187.88524,1368.80011753,10348.3200973,11717.1202148
Viet Nam,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 800 and 1500 meters,7807.73364103,363983.488613,371791.222254,297.487659037,47458.3031674,47755.7908265
Solomon Islands,Oceania,Melanesia,Lower middle income,IDA,Elevation between 25 and 50 meters,209.134147644,563.846214075,772.980361719,9.05810427666,2830.40166805,2839.45977233
Solomon Islands,Oceania,Melanesia,Lower middle income,IDA,Elevation between 25 and 50 meters,2118.78997421,2315.58116386,4434.37113807,9.05810427666,2830.40166805,2839.45977233
Honduras,Americas,Central America,Lower middle income,IDA,Elevation between 800 and 1500 meters,6613.78710458,64427.1775754,71040.9646799,358.422781527,33462.7677018,33821.1904833
Lao People's Democratic Republic,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 50 and 100 meters,469.346990853,3570.43810801,4039.78509886,15.4584596622,3373.89983885,3389.35829852
Uzbekistan,Asia,Central Asia,Lower middle income,Blend,Elevation between 50 and 100 meters,5859.87992588,58987.4579907,64847.3379166,881.806288019,65427.7388553,66309.5451433
Ukraine,Europe,Eastern Europe,Lower middle income,IBRD,Elevation between 5 and 10 meters,5545.30554351,6332.44988149,11877.755425,198.243051424,3838.9657342,4037.20878562
State of Palestine,Asia,Western Asia,Lower middle income,Not classified,Elevation under 5 meters,2098.34212303,34052.838899,36151.1810221,32.980995398,772.761949994,805.742945392
Papua New Guinea,Oceania,Melanesia,Lower middle income,Blend,Elevation between 1500 and 3000 meters,274.798217312,54964.3019242,55239.1001415,100.950245261,67381.8242857,67482.774531
Nigeria,Africa,Western Africa,Lower middle income,Blend,Elevation between 100 and 200 meters,5105110.16819,20279119.9393,25384230.1075,4098.64241929,139021.66014,143120.302559
Sao Tome and Principe,Africa,Middle Africa,Lower middle income,IDA,Elevation under 5 meters,28.1287059784,19.063206193,47.1919121714,0.00529116205871,0.437616633746,0.442907795805
Cote d'Ivoire,Africa,Western Africa,Lower middle income,IDA,Elevation between 25 and 50 meters,206442.726288,384125.291212,590568.017499,161.563875697,8961.53903791,9123.1029136
Ukraine,Europe,Eastern Europe,Lower middle income,IBRD,Elevation between 100 and 200 meters,482095.321207,875124.331418,1357219.65262,6541.26183498,284517.637114,291058.898949
Mongolia,Asia,Eastern Asia,Lower middle income,Blend,Elevation between 1500 and 3000 meters,2827.32194793,330301.985407,333129.307355,39.4738993645,601320.236042,601359.709941
Lao People's Democratic Republic,Asia,South-eastern Asia,Lower middle income,IDA,Elevation between 50 and 100 meters,1136.19798308,7465.23958549,8601.43756858,15.4584596622,3373.89983885,3389.35829852
Timor-Leste,Asia,South-eastern Asia,Lower middle income,Blend,Elevation between 10 and 25 meters,3278.10432982,1487.38113473,4765.48546456,16.7408632711,536.189084644,552.929947915
Congo,Africa,Middle Africa,Lower middle income,Blend,Elevation between 50 and 100 meters,3484.5112682,15899.3388963,19383.8501645,18.8674120903,3341.68485166,3360.55226375
Comoros,Africa,Eastern Africa,Lower middle income,IDA,Elevation between 50 and 100 meters,2413.71030301,8533.18426131,10946.8945643,30.7126577389,123.908253073,154.620910812
Cameroon,Africa,Middle Africa,Lower middle income,Blend,Elevation under 5 meters,50191.6118018,589235.757669,639427.369471,48.8976163946,1979.78368269,2028.68129908
Viet Nam,Asia,South-eastern Asia,Lower middle income,IBRD,Elevation between 400 and 800 meters,88988.3601775,1720313.35112,1809301.71129,1074.900999,73309.1660836,74384.0670826
Swaziland,Africa,Southern Africa,Lower middle income,IBRD,Elevation between 200 and 400 meters,1146.48372459,242086.562879,243233.046603,20.0811433792,5633.62425245,5653.70539583
Uzbekistan,Asia,Central Asia,Lower middle income,Blend,Elevation between 50 and 100 meters,12462.8398558,125165.793624,137628.63348,881.806288019,65427.7388553,66309.5451433
Republic of Moldova,Europe,Eastern Europe,Lower middle income,Blend,Elevation between 25 and 50 meters,3742.18044156,3839.68334136,7581.86378292,232.869936615,1128.6680542,1361.53799082
Ghana,Africa,Western Africa,Lower middle income,IDA,Elevation between 400 and 800 meters,878.429559469,22768.0674985,23646.497058,152.91632098,4984.9571504,5137.87347138
Solomon Islands,Oceania,Melanesia,Lower middle income,IDA,Elevation between 50 and 100 meters,962.321735941,2237.79335589,3200.11509184,9.34545975551,4005.00769286,4014.35315261
India,Asia,Southern Asia,Lower middle income,IBRD,Elevation between 200 and 400 meters,2143037.28236,12503854.9107,14646892.193,39274.3142815,809667.70538,848942.019662
Senegal,Africa,Western Africa,Lower middle income,IDA,Elevation between 5 and 10 meters,1463955.84316,789760.162946,2253716.0061,316.283586467,6797.38461072,7113.66819719
Lesotho,Africa,Southern Africa,Lower middle income,IDA,Elevation between 3000 and 5000 meters,7.04393482208,5383.82383144,5390.86776626,2.25825470686,1676.69634965,1678.95460436
Republic of Moldova,Europe,Eastern Europe,Lower middle income,Blend,Elevation between 10 and 25 meters,1923.1614697,4365.84641905,6289.00788875,101.533836633,630.175828946,731.709665579
Myanmar,Asia,South-eastern Asia,Lower middle income,IDA,Elevation under 5 meters,13564.8980941,143915.970185,157480.868279,339.216362646,29207.0371989,29546.2535615
Sudan,Africa,Northern Africa,Lower middle income,IDA,Elevation between 50 and 100 meters,923.928527832,209644.810048,210568.738575,0.81084138155,2924.3527509,2925.16359228
