AdminName,GeoRegion,GeoSubreg,IncomeGrp,LendCat,VarDesc,UrbanPop,RuralPop,TotalPop,UrbanLA,RuralLA,TotalLA
Chile,Americas,South America,High income,IBRD,Elevation under 5 meters,837.118110999,8086.08927483,8923.20738582,22.3950836713,2142.7976141,2165.19269777
Taiwan,Asia,Eastern Asia,High income,Not classified,Elevation under 5 meters,350068.733325,138346.142958,488414.876283,482.443890256,824.628744474,1307.07263473
United States of America,Americas,Northern America,High income,Not classified,Elevation between 25 and 50 meters,859148.87853,220107.319257,1079256.19779,16023.666645,291458.305837,307481.972482
Uruguay,Americas,South America,High income,IBRD,Elevation under 5 meters,3564.90464535,811.315574721,4376.22022007,38.3722995741,1464.55430017,1502.92659975
Puerto Rico,Americas,Caribbean,High income,Not classified,Elevation between 100 and 200 meters,30480.4110227,17116.71329,47597.1243127,556.759025797,1144.55568338,1701.31470917
Greece,Europe,Southern Europe,High income,Not classified,Elevation between 400 and 800 meters,13747.7396044,71464.296846,85212.0364504,148.148830675,33960.6726735,34108.8215042
Palau,Oceania,Micronesia,High income,IBRD,Elevation between 25 and 50 meters,14.3970341682,382.476949827,396.873983995,1.79655978084,148.64597036,150.442530141
Northern Mariana Islands,Oceania,Micronesia,High income,Not classified,Elevation between 25 and 50 meters,427.700938225,287.947639896,715.64857812,9.42399990559,71.2237931564,80.647793062
French Polynesia,Oceania,Polynesia,High income,Not classified,Elevation between 25 and 50 meters,6726.87928772,9892.06721595,16618.9465037,15.6435817778,174.530393708,190.173975486
France,Europe,Western Europe,High income,Not classified,Elevation between 25 and 50 meters,7343410.4669,2714306.82097,10057717.2879,3681.2630327,24369.5961521,28050.8591848
Norway,Europe,Northern Europe,High income,Not classified,Elevation between 10 and 25 meters,7196.13292455,13112.5006721,20308.6335967,320.993865053,5415.51247935,5736.50634441
Australia,Oceania,Australia and New Zealand,High income,Not classified,Elevation between 400 and 800 meters,48737.9521369,34304.5043604,83042.4564973,728.359510198,1760938.34348,1761666.70299
Estonia,Europe,Northern Europe,High income,Not classified,Elevation under 5 meters,576.824524538,947.921784086,1524.74630862,14.8414962522,1421.06921179,1435.91070804
British Virgin Islands,Americas,Caribbean,High income,Not classified,Elevation between 200 and 400 meters,65.1692733765,941.547930717,1006.71720409,0.816384553909,13.870456636,14.6868411899
Croatia,Europe,Southern Europe,High income,IBRD,Elevation between 100 and 200 meters,38567.3339628,97711.9888148,136279.322778,899.345449503,17381.5910034,18280.9364529
Cyprus,Asia,Western Asia,High income,Not classified,Elevation between 100 and 200 meters,10959.6744769,11206.5383083,22166.2127852,180.238346753,1654.4888091,1834.72715585
Estonia,Europe,Northern Europe,High income,Not classified,Elevation between 5 and 10 meters,1605.59968919,1173.62334752,2779.22303671,46.6516489731,2037.35123773,2084.0028867
Aruba,Americas,Caribbean,High income,Not classified,Elevation between 50 and 100 meters,1843.18234253,3172.40966481,5015.59200734,5.04070866108,26.0117652416,31.0524739027
Saint-Martin (French part),Americas,Caribbean,High income,Not classified,Elevation between 10 and 25 meters,236.588619232,369.23543644,605.824055672,3.38039669394,5.42002414167,8.80042083561
Saint-Martin (French part),Americas,Caribbean,High income,Not classified,Elevation between 10 and 25 meters,54.6899719238,85.4311652184,140.121137142,3.38039669394,5.42002414167,8.80042083561
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,High income,Not classified,Elevation between 400 and 800 meters,79.7450134754,1999.53355648,2079.27856996,9.36301165819,20026.0046991,20035.3677108
Austria,Europe,Western Europe,High income,Not classified,Elevation between 400 and 800 meters,28120.7115813,78261.5924154,106382.303997,1249.96479409,23289.8554695,24539.8202636
Sint Maarten (Dutch part),Americas,Caribbean,High income,Not classified,Elevation between 25 and 50 meters,343.577158928,0.0,343.577158928,7.81055337191,0.0,7.81055337191
Curacao,Americas,Caribbean,High income,Not classified,Elevation between 25 and 50 meters,2294.02908903,470.906874707,2764.93596374,58.0107267499,108.440997746,166.451724496
China Hong Kong Special Administrative Region,Asia,Eastern Asia,High income,Not classified,Elevation between 10 and 25 meters,55327.2263373,703.402485516,56030.6288228,118.447625319,39.2511859091,157.698811229
Israel,Asia,Western Asia,High income,Not classified,Elevation between 5 and 10 meters,12956.0879658,3823.21908374,16779.3070496,102.15655256,85.5632031942,187.719755754
Ireland,Europe,Northern Europe,High income,Not classified,Elevation between 5 and 10 meters,19987.9975008,4078.08425539,24066.0817562,101.742329285,1152.09184472,1253.834174
Luxembourg,Europe,Western Europe,High income,Not classified,Elevation between 100 and 200 meters,70.0835208893,188.833403051,258.91692394,10.5697109103,42.7348355949,53.3045465052
Lithuania,Europe,Northern Europe,High income,Not classified,Elevation between 100 and 200 meters,8220.83502184,28090.5936296,36311.4286515,519.868258309,31094.4229537,31614.291212
Saudi Arabia,Asia,Western Asia,High income,Not classified,Elevation between 50 and 100 meters,1282.02883286,8969.65436406,10251.6831969,306.768560648,74561.0814388,74867.8499995
Finland,Europe,Northern Europe,High income,Not classified,Elevation between 10 and 25 meters,14754.1558366,12489.1293988,27243.2852354,440.587377897,9837.80865129,10278.3960292
Latvia,Europe,Northern Europe,High income,Not classified,Elevation between 10 and 25 meters,19785.6675397,11933.1269084,31718.7944481,153.683706002,5002.23262962,5155.91633562
Israel,Asia,Western Asia,High income,Not classified,Elevation under 5 meters,3124.95974207,4489.66139899,7614.62114106,84.0455706008,1343.64431698,1427.68988758
Ireland,Europe,Northern Europe,High income,Not classified,Elevation under 5 meters,3842.9827232,1138.78189768,4981.76462088,52.4689582742,824.467624061,876.936582335
Saudi Arabia,Asia,Western Asia,High income,Not classified,Elevation between 200 and 400 meters,29864.8418872,941468.395435,971333.237323,463.654243052,286141.877167,286605.53141
Guam,Oceania,Micronesia,High income,Not classified,Elevation between 10 and 25 meters,202.376807809,268.344532095,470.721339904,4.02901947498,37.397627257,41.426646732
Denmark,Europe,Northern Europe,High income,Not classified,Elevation between 100 and 200 meters,7.52192521095,951.877136499,959.39906171,0.96129372716,561.152278006,562.113571733
Czech Republic,Europe,Eastern Europe,High income,Not classified,Elevation between 100 and 200 meters,18595.425241,28000.8361957,46596.2614367,362.97841467,2867.0225045,3230.00091917
New Zealand,Oceania,Australia and New Zealand,High income,Not classified,Elevation under 5 meters,3911.09036847,2126.74071148,6037.83107994,69.9117697407,8224.20433256,8294.1161023
Japan,Asia,Eastern Asia,High income,Not classified,Elevation between 50 and 100 meters,491691.300892,134626.218933,626317.519824,9022.34235994,26463.3891101,35485.73147
Panama,Americas,Central America,High income,IBRD,Elevation between 50 and 100 meters,13813.492246,13709.0967748,27522.5890207,268.48963496,11305.4918155,11573.9814505
United States Virgin Islands,Americas,Caribbean,High income,Not classified,Elevation between 5 and 10 meters,4122.26141763,3740.52426922,7862.78568685,5.64607253391,12.082310969,17.7283835029
Uruguay,Americas,South America,High income,IBRD,Elevation between 5 and 10 meters,148420.351317,29801.4777085,178221.829025,76.7227395624,3335.2742081,3411.99694767
Bahamas,Americas,Caribbean,High income,Not classified,Elevation between 10 and 25 meters,26028.2593651,4805.0842189,30833.343584,24.6654292792,388.312799848,412.978229127
Bahrain,Asia,Western Asia,High income,Not classified,Elevation between 10 and 25 meters,105338.720623,21055.3054689,126394.026092,51.010991747,73.7045225082,124.715514255
Germany,Europe,Western Europe,High income,Not classified,Elevation between 100 and 200 meters,6974652.18872,6439745.547,13414397.7357,8123.88631907,31961.4786806,40085.3649997
Portugal,Europe,Southern Europe,High income,Not classified,Elevation between 100 and 200 meters,67459.4032967,25802.6802682,93262.083565,1142.55975769,19036.1292585,20178.6890162
Jersey,Europe,Northern Europe,High income,Not classified,Elevation between 5 and 10 meters,333.458033323,13.2058822513,346.663915575,6.95250122994,1.1194365155,8.07193774544
Isle of Man,Europe,Northern Europe,High income,Not classified,Elevation between 5 and 10 meters,20.9419379234,62.6042256193,83.5461635428,0.302730225027,20.6744290276,20.9771592526
Guernsey,Europe,Northern Europe,High income,Not classified,Elevation between 5 and 10 meters,363.677179992,10.5864745099,374.263654502,12.1531589907,1.6764573101,13.8296163008
Australia,Oceania,Australia and New Zealand,High income,Not classified,Elevation between 100 and 200 meters,46902.3833684,27875.2237647,74777.6071331,1389.96763209,1613802.75748,1615192.72511
Croatia,Europe,Southern Europe,High income,IBRD,Elevation between 100 and 200 meters,19340.3557389,42393.2728964,61733.6286352,899.345449503,17381.5910034,18280.9364529
Curacao,Americas,Caribbean,High income,Not classified,Elevation under 5 meters,108.699949395,22.4915694985,131.191518893,3.54566985289,4.630308646,8.17597849888
Aruba,Americas,Caribbean,High income,Not classified,Elevation under 5 meters,74.7783729434,103.174610496,177.952983439,1.75734849647,3.46068529831,5.21803379478
Sint Maarten (Dutch part),Americas,Caribbean,High income,Not classified,Elevation under 5 meters,61.7739406228,42.4177259058,104.191666529,1.99614240322,1.30080196435,3.29694436757
Spain,Europe,Southern Europe,High income,Not classified,Elevation between 50 and 100 meters,2536439.2591,1759703.42657,4296142.68568,2220.26210017,11768.0358612,13988.2979614
Poland,Europe,Eastern Europe,High income,IBRD,Elevation under 5 meters,176685.723367,320869.230626,497554.953994,210.19910705,3016.7120552,3226.91116225
Canada,Americas,Northern America,High income,Not classified,Elevation between 50 and 100 meters,184548.480906,46705.4202091,231253.901115,2361.88180841,530139.928228,532501.810036
Malta,Europe,Southern Europe,High income,Not classified,Elevation between 10 and 25 meters,1215.82923996,85.7362649366,1301.5655049,22.8441822398,7.27247238811,30.116654628
Sweden,Europe,Northern Europe,High income,Not classified,Elevation between 50 and 100 meters,429577.268229,1325455.04602,1755032.31425,738.815664701,41365.0753512,42103.8910159
Croatia,Europe,Southern Europe,High income,IBRD,Elevation between 400 and 800 meters,254.245947838,26707.803271,26962.0492189,18.3520700336,9969.24802935,9987.60009939
Cyprus,Asia,Western Asia,High income,Not classified,Elevation between 400 and 800 meters,26.3628959656,2888.69534664,2915.0582426,0.706324398518,1845.19444346,1845.90076786
France,Europe,Western Europe,High income,Not classified,Elevation between 1500 and 3000 meters,8.95606613159,7771.49952737,7780.4555935,0.609434723854,16120.0536273,16120.6630621
Israel,Asia,Western Asia,High income,Not classified,Elevation between 200 and 400 meters,253846.7816,544394.540497,798241.322097,413.392494023,5263.73081055,5677.12330458
Ireland,Europe,Northern Europe,High income,Not classified,Elevation between 200 and 400 meters,2058.30943298,82460.8661692,84519.1756022,2.44437545538,7461.80333878,7464.24771423
Norway,Europe,Northern Europe,High income,Not classified,Elevation between 200 and 400 meters,55841.5134189,1141127.14517,1196968.65859,153.596861947,66896.0388657,67049.6357277
Panama,Americas,Central America,High income,IBRD,Elevation between 1500 and 3000 meters,27.6586070061,3529.16103097,3556.81963797,5.10233438015,1890.86855197,1895.97088635
Luxembourg,Europe,Western Europe,High income,Not classified,Elevation between 400 and 800 meters,11.3576307297,1017.60430819,1028.96193892,0.559315621853,661.393795222,661.953110844
Saudi Arabia,Asia,Western Asia,High income,Not classified,Elevation between 400 and 800 meters,68345.174477,830377.350035,898722.524512,3415.47578382,607825.146637,611240.622421
Australia,Oceania,Australia and New Zealand,High income,Not classified,Elevation between 100 and 200 meters,58481.2597423,28381.500241,86862.7599834,1389.96763209,1613802.75748,1615192.72511
Cyprus,Asia,Western Asia,High income,Not classified,Elevation under 5 meters,522.001812845,864.453644884,1386.45545773,15.9057255927,79.4471683597,95.3528939524
Croatia,Europe,Southern Europe,High income,IBRD,Elevation under 5 meters,706.885894749,650.329689206,1357.21558396,38.1908659579,241.835413849,280.026279807
Guernsey,Europe,Northern Europe,High income,Not classified,Elevation between 10 and 25 meters,281.299832344,35.1728533059,316.47268565,6.13263788819,5.22947925329,11.3621171415
Isle of Man,Europe,Northern Europe,High income,Not classified,Elevation between 10 and 25 meters,389.889092505,177.225557737,567.114650242,8.92062297463,72.2266990524,81.147322027
Jersey,Europe,Northern Europe,High income,Not classified,Elevation between 10 and 25 meters,496.872470558,35.067473649,531.939944207,8.27605706453,2.57633119216,10.8523882567
Oman,Asia,Western Asia,High income,Not classified,Elevation between 100 and 200 meters,1212.52492419,53984.682702,55197.2076262,89.8868067861,114283.592437,114373.479244
Italy,Europe,Southern Europe,High income,Not classified,Elevation between 5 and 10 meters,1732004.14874,468803.240091,2200807.38883,863.009090827,4507.33222904,5370.34131987
Estonia,Europe,Northern Europe,High income,Not classified,Elevation between 5 and 10 meters,3171.50124127,2414.49463626,5585.99587753,46.6516489731,2037.35123773,2084.0028867
Bermuda,Americas,Northern America,High income,Not classified,Elevation between 10 and 25 meters,796.098696833,281.84581617,1077.944513,20.8671230394,9.12246867426,29.9895917137
Portugal,Europe,Southern Europe,High income,Not classified,Elevation between 50 and 100 meters,63910.4357552,22613.8442622,86524.2800174,919.088201401,9388.1068039,10307.1950053
